first	last	0
34	53	-0.18708504527892234
35	54	-0.19342651356532534
36	55	-0.12554302114896565
37	56	-0.16101588958999064
38	57	-0.13191550925027923
39	58	-0.09873386411191393
40	59	-0.18333312492763515
41	60	-0.31498277918335343
42	61	-0.31498277918335343
43	62	-0.3480144003504889
44	63	-0.3459967451687891
45	64	-0.32200144119329116
46	65	-0.3259182948677665
47	66	-0.3171712598559846
48	67	-0.2729666382961733
49	68	-0.30401768550372377
50	69	-0.2435356360960642
51	70	-0.25258563299963593
52	71	-0.18424288730773503
53	72	-0.1552586478192587
54	73	0.2674493525717782
55	74	0.2674493525717782
56	75	0.19610561995151318
57	76	0.18790355157570257
58	77	0.1449848215491682
59	78	0.1127946783446599
60	79	0.22215996437593252
61	80	0.6956820245446468
62	81	0.695795640792824
63	82	0.9103089697391978
64	83	0.9103089697391978
65	84	0.9151645172418209
66	85	0.8059261869647851
67	86	0.8059261869647851
68	87	0.6577917216002509
69	88	0.6577917216002509
70	89	0.6577917216002509
71	90	0.6420307443610047
72	91	0.6177045292671898
73	92	0.5168059997402074
74	93	0.3615648616658754
75	94	0.3615648616658754
76	95	0.36514878259041783
77	96	0.3254256200442862
78	97	0.32694458232612456
79	98	0.32694458232612456
80	99	0.32694458232612456
81	100	0.31873395607242994
82	101	0.30177645480977533
83	102	0.30177645480977533
84	103	0.31765526123900273
85	104	0.24812205522319825
86	105	0.2654144399588634
87	106	0.2654144399588634
88	107	0.4028191957077849
89	108	0.44716221486297514
90	109	0.44716221486297514
91	110	0.44716221486297514
92	111	0.4385435371294228
93	112	0.5519475392428921
94	113	0.7308752285062343
95	114	0.6782464651940591
96	115	0.576047491511703
97	116	0.3646458792653314
98	117	0.4202538691566528
99	118	0.4202538691566528
100	119	0.4202538691566528
101	120	0.16803015862275747
102	121	0.09772178496190827
103	122	0.09772178496190827
104	123	0.08136936520512117
105	124	0.03320920098240235
106	125	-0.08812261335013791
107	126	-0.08812261335013791
108	127	-0.30073947694958897
109	128	-0.35585556322135015
110	129	-0.348952705026753
111	130	-0.36848243825290095
112	131	-0.39760894715376693
113	132	-0.4634309113295833
114	133	-0.49327089193454193
115	134	-0.38994653800199375
116	135	-0.3759666050322603
117	136	-0.32329019164690503
118	137	-0.32329019164690503
119	138	-0.32329019164690503
120	139	-0.3049750060595502
121	140	-0.1964752429322404
122	141	-0.19687831623681418
123	142	-0.19687831623681418
124	143	-0.19687831623681418
125	144	-0.19687831623681418
126	145	-0.13046194193827934
127	146	-0.13046194193827934
128	147	-0.22068693772370296
129	148	-0.22068693772370296
130	149	-0.06384523730811636
131	150	0.27583476648965766
132	151	0.5258846721733772
133	152	0.8165348614488833
134	153	0.8404259522973538
135	154	0.7458721254151769
136	155	0.7386408148962021
137	156	0.7563927831770834
138	157	0.7400311825598302
139	158	0.7048291607586229
140	159	0.7070965485798859
141	160	0.7493532978508036
142	161	0.7426330777844702
143	162	0.7426330777844702
144	163	0.7426330777844702
145	164	0.6309394364665987
146	165	0.677363674721759
147	166	0.6387602742976982
148	167	0.6372879062097612
149	168	0.6486469640326793
150	169	0.583165961584137
151	170	0.6132896208070187
152	171	0.584492869750077
153	172	0.584492869750077
154	173	0.31424799975272555
155	174	0.4274633762808237
156	175	0.48417996733810287
157	176	0.48417996733810287
158	177	0.6284180026463195
159	178	0.40031391239120667
160	179	0.4186407457512355
161	180	0.22260951023032682
162	181	0.28576134155279614
163	182	0.28576134155279614
164	183	0.28576134155279614
165	184	0.046049082793090126
166	185	-0.09097575671441083
167	186	-0.14656108128632
168	187	-0.3457387405961905
169	188	-0.6408776108471842
170	189	-0.7957646389633339
171	190	-0.35576973491063035
172	191	-0.2502472031150951
173	192	-0.2502472031150951
174	193	-0.25000223454006965
175	194	-0.06050218495228746
176	195	-0.06050218495228746
177	196	-0.053955998848668626
178	197	-0.061456125744596884
179	198	-0.0014258163453726332
180	199	-0.11342084044510264
181	200	0.16202535601151408
182	201	0.16202535601151408
183	202	0.16202535601151408
184	203	0.16202535601151408
185	204	0.4384488465328334
186	205	0.4384488465328334
187	206	0.4384488465328334
188	207	0.732562433266031
189	208	0.732562433266031
190	209	0.732562433266031
191	210	-0.40783935587250525
192	211	-0.34337366956901394
193	212	-0.34337366956901394
194	213	-0.34337366956901394
195	214	-0.6216758213170622
196	215	-0.6216758213170622
197	216	-0.554707708554065
198	217	-0.14634058915910925
199	218	-0.14634058915910925
200	219	-0.46499855415529584
201	220	-0.46499855415529584
202	221	-0.46499855415529584
203	222	-0.3928215647938673
204	223	-0.3928215647938673
205	224	-0.4410371316062409
206	225	-0.3407354527463936
207	226	-0.09619986573931211
